businessFlight
"{date:11/24/2015 09:05:04,duration:145,distance:1107,airline:20304,class:business,price:1155}"
"{date:11/29/2015 08:00:51,duration:134,distance:1024,airline:19977,class:business,price:1068}"
"{date:11/29/2015 18:14:09,duration:223,distance:1721,airline:19977,class:business,price:1795}"
"{date:11/30/2015 16:00:26,duration:156,distance:1400,airline:19977,class:business,price:1452}"
"{date:11/30/2015 18:23:45,duration:127,distance:937,airline:19977,class:business,price:979}"
"{date:11/30/2015 03:01:13,duration:86,distance:719,airline:19977,class:business,price:747}"
"{date:11/30/2015 05:40:55,duration:143,distance:1065,airline:19977,class:business,price:1112}"
"{date:11/30/2015 08:14:49,duration:258,distance:2454,airline:19977,class:business,price:2540}"
"{date:11/30/2015 11:14:05,duration:177,distance:1605,airline:19977,class:business,price:1664}"
"{date:11/29/2015 17:42:12,duration:542,distance:4962,airline:19977,class:business,price:5142}"
"{date:11/29/2015 13:09:02,duration:278,distance:2565,airline:19977,class:business,price:2657}"
"{date:11/29/2015 11:35:55,duration:276,distance:2565,airline:19977,class:business,price:2657}"
"{date:11/29/2015 23:11:39,duration:267,distance:2454,airline:19977,class:business,price:2543}"
"{date:11/29/2015 17:07:59,duration:278,distance:2565,airline:19977,class:business,price:2657}"
"{date:11/30/2015 13:20:16,duration:145,distance:1379,airline:19977,class:business,price:1427}"
"{date:11/30/2015 23:40:09,duration:35,distance:191,airline:19977,class:business,price:202}"
"{date:11/30/2015 11:09:25,duration:142,distance:925,airline:19977,class:business,price:972}"
"{date:11/30/2015 23:41:17,duration:234,distance:1597,airline:19977,class:business,price:1675}"
"{date:11/30/2015 16:22:50,duration:146,distance:1195,airline:19977,class:business,price:1243}"
"{date:11/29/2015 11:16:47,duration:151,distance:1346,airline:19977,class:business,price:1396}"
"{date:11/29/2015 18:38:04,duration:404,distance:3904,airline:19977,class:business,price:4038}"
"{date:11/29/2015 00:56:44,duration:174,distance:1190,airline:19977,class:business,price:1248}"
"{date:11/29/2015 10:14:43,duration:142,distance:925,airline:19977,class:business,price:972}"
"{date:11/29/2015 05:25:55,duration:181,distance:1635,airline:19977,class:business,price:1695}"
"{date:11/5/2015 08:58:11,duration:87,distance:562,airline:20304,class:business,price:591}"
"{date:11/9/2015 00:46:52,duration:84,distance:562,airline:20304,class:business,price:590}"
"{date:11/29/2015 10:58:16,duration:204,distance:1400,airline:19977,class:business,price:1468}"
"{date:11/29/2015 20:26:30,duration:89,distance:562,airline:20304,class:business,price:591}"
"{date:11/29/2015 02:03:55,duration:87,distance:562,airline:20304,class:business,price:591}"
"{date:11/28/2015 07:11:41,duration:126,distance:956,airline:20304,class:business,price:998}"
"{date:11/29/2015 05:35:18,duration:104,distance:758,airline:19977,class:business,price:792}"
"{date:11/29/2015 21:34:17,duration:106,distance:758,airline:19977,class:business,price:793}"
"{date:11/29/2015 10:50:22,duration:269,distance:2446,airline:19977,class:business,price:2535}"
"{date:11/30/2015 09:57:08,duration:105,distance:854,airline:19977,class:business,price:889}"
"{date:11/30/2015 01:18:48,duration:109,distance:854,airline:19977,class:business,price:890}"
"{date:11/30/2015 23:33:29,duration:233,distance:1744,airline:19977,class:business,price:1821}"
"{date:11/29/2015 02:42:54,duration:55,distance:337,airline:19977,class:business,price:355}"
"{date:11/29/2015 14:54:56,duration:331,distance:2454,airline:19977,class:business,price:2564}"
"{date:11/29/2015 19:27:56,duration:279,distance:2556,airline:19977,class:business,price:2649}"
"{date:11/29/2015 07:19:35,duration:241,distance:1744,airline:19977,class:business,price:1824}"
"{date:11/3/2015 19:37:59,duration:101,distance:590,airline:20304,class:business,price:623}"
"{date:11/1/2015 07:53:13,duration:88,distance:590,airline:20304,class:business,price:619}"
"{date:11/2/2015 19:44:50,duration:92,distance:590,airline:20304,class:business,price:620}"
"{date:11/4/2015 19:03:40,duration:90,distance:590,airline:20304,class:business,price:620}"
"{date:11/4/2015 12:18:38,duration:100,distance:677,airline:20304,class:business,price:710}"
"{date:11/3/2015 23:13:12,duration:117,distance:677,airline:20304,class:business,price:716}"
"{date:11/1/2015 11:36:48,duration:102,distance:677,airline:20304,class:business,price:711}"
"{date:11/2/2015 16:40:54,duration:100,distance:677,airline:20304,class:business,price:710}"
"{date:11/2/2015 00:00:13,duration:74,distance:451,airline:20304,class:business,price:475}"
"{date:11/1/2015 19:39:36,duration:73,distance:451,airline:20304,class:business,price:475}"
"{date:11/1/2015 11:50:27,duration:41,distance:209,airline:20304,class:business,price:222}"
"{date:11/2/2015 00:11:49,duration:48,distance:209,airline:20304,class:business,price:225}"
"{date:11/3/2015 01:28:01,duration:39,distance:209,airline:20304,class:business,price:222}"
"{date:11/4/2015 05:08:02,duration:41,distance:209,airline:20304,class:business,price:222}"
"{date:11/29/2015 10:23:34,duration:116,distance:966,airline:19977,class:business,price:1004}"
"{date:11/29/2015 23:36:51,duration:68,distance:409,airline:20304,class:business,price:431}"
"{date:11/17/2015 13:00:32,duration:56,distance:264,airline:20304,class:business,price:282}"
"{date:11/10/2015 04:27:10,duration:51,distance:264,airline:20304,class:business,price:281}"
"{date:11/25/2015 18:00:58,duration:50,distance:264,airline:20304,class:business,price:280}"
"{date:11/3/2015 10:51:24,duration:49,distance:264,airline:20304,class:business,price:280}"
"{date:11/6/2015 06:34:42,duration:74,distance:409,airline:20304,class:business,price:433}"
"{date:11/21/2015 11:51:23,duration:69,distance:409,airline:20304,class:business,price:432}"
"{date:11/28/2015 10:44:22,duration:82,distance:409,airline:20304,class:business,price:436}"
"{date:11/25/2015 10:34:52,duration:69,distance:409,airline:20304,class:business,price:432}"
"{date:11/29/2015 07:46:56,duration:75,distance:409,airline:20304,class:business,price:434}"
"{date:11/22/2015 20:03:21,duration:72,distance:409,airline:20304,class:business,price:433}"
"{date:11/1/2015 23:19:09,duration:74,distance:409,airline:20304,class:business,price:433}"
"{date:11/8/2015 08:54:46,duration:69,distance:409,airline:20304,class:business,price:432}"
"{date:11/29/2015 07:53:43,duration:104,distance:888,airline:19977,class:business,price:922}"
"{date:11/29/2015 18:52:15,duration:101,distance:612,airline:19977,class:business,price:645}"
"{date:11/29/2015 19:20:38,duration:101,distance:888,airline:19977,class:business,price:921}"
"{date:11/29/2015 02:38:02,duration:87,distance:528,airline:19977,class:business,price:557}"
"{date:11/29/2015 20:39:14,duration:125,distance:733,airline:19977,class:business,price:774}"
"{date:11/29/2015 00:28:08,duration:52,distance:334,airline:19977,class:business,price:351}"
"{date:11/29/2015 09:08:49,duration:93,distance:599,airline:19977,class:business,price:630}"
"{date:11/29/2015 11:30:28,duration:113,distance:925,airline:19977,class:business,price:962}"
"{date:11/30/2015 04:24:12,duration:218,distance:1721,airline:19977,class:business,price:1793}"
"{date:11/30/2015 21:43:26,duration:57,distance:334,airline:19977,class:business,price:353}"
"{date:11/30/2015 20:42:31,duration:116,distance:719,airline:19977,class:business,price:757}"
"{date:11/30/2015 12:23:33,duration:145,distance:1005,airline:19977,class:business,price:1053}"
"{date:11/30/2015 04:19:34,duration:215,distance:1739,airline:19977,class:business,price:1810}"
"{date:11/30/2015 17:30:21,duration:47,distance:177,airline:19977,class:business,price:192}"
"{date:11/30/2015 15:25:58,duration:101,distance:642,airline:19977,class:business,price:675}"
"{date:11/30/2015 21:50:26,duration:144,distance:1005,airline:19977,class:business,price:1053}"
"{date:11/30/2015 07:25:20,duration:114,distance:888,airline:19977,class:business,price:926}"
"{date:11/30/2015 05:26:41,duration:30,distance:108,airline:19977,class:business,price:118}"
"{date:11/29/2015 03:57:27,duration:53,distance:334,airline:19977,class:business,price:351}"
"{date:11/29/2015 12:58:23,duration:211,distance:1846,airline:19977,class:business,price:1916}"
"{date:11/29/2015 09:12:57,duration:105,distance:888,airline:19977,class:business,price:923}"
"{date:11/29/2015 18:12:05,duration:187,distance:1723,airline:19977,class:business,price:1785}"
"{date:11/29/2015 01:19:11,duration:92,distance:606,airline:19977,class:business,price:636}"
"{date:11/29/2015 07:20:48,duration:162,distance:1440,airline:19977,class:business,price:1494}"
"{date:11/29/2015 20:53:15,duration:53,distance:296,airline:19977,class:business,price:313}"
"{date:11/29/2015 22:10:45,duration:98,distance:588,airline:19977,class:business,price:620}"
"{date:11/29/2015 06:23:39,duration:111,distance:888,airline:19977,class:business,price:925}"
"{date:11/29/2015 00:23:47,duration:62,distance:296,airline:19977,class:business,price:316}"
"{date:11/29/2015 22:53:04,duration:102,distance:588,airline:19977,class:business,price:622}"
"{date:11/5/2015 02:29:00,duration:33,distance:144,airline:20304,class:business,price:155}"
"{date:11/12/2015 09:06:34,duration:34,distance:144,airline:20304,class:business,price:155}"
"{date:11/15/2015 17:06:11,duration:34,distance:196,airline:20304,class:business,price:207}"
"{date:11/1/2015 15:42:37,duration:40,distance:196,airline:20304,class:business,price:209}"
"{date:11/3/2015 02:43:07,duration:36,distance:144,airline:20304,class:business,price:156}"
"{date:11/29/2015 20:38:43,duration:32,distance:144,airline:20304,class:business,price:154}"
"{date:11/24/2015 22:27:05,duration:36,distance:196,airline:20304,class:business,price:208}"
"{date:11/22/2015 23:46:44,duration:37,distance:196,airline:20304,class:business,price:208}"
"{date:11/8/2015 22:46:03,duration:36,distance:196,airline:20304,class:business,price:208}"
"{date:11/1/2015 09:50:42,duration:61,distance:449,airline:20304,class:business,price:469}"
"{date:11/4/2015 18:18:30,duration:69,distance:449,airline:20304,class:business,price:472}"
"{date:11/18/2015 19:38:29,duration:87,distance:449,airline:20304,class:business,price:478}"
"{date:11/17/2015 14:15:48,duration:82,distance:449,airline:20304,class:business,price:476}"
"{date:11/12/2015 18:31:53,duration:77,distance:449,airline:20304,class:business,price:474}"
"{date:11/25/2015 21:27:24,duration:67,distance:449,airline:20304,class:business,price:471}"
"{date:11/22/2015 21:37:37,duration:59,distance:449,airline:20304,class:business,price:468}"
"{date:11/23/2015 20:00:16,duration:64,distance:449,airline:20304,class:business,price:470}"
"{date:11/29/2015 19:53:26,duration:222,distance:1739,airline:19977,class:business,price:1813}"
"{date:11/29/2015 20:51:27,duration:76,distance:550,airline:19977,class:business,price:575}"
"{date:11/29/2015 04:31:15,duration:300,distance:2327,airline:19977,class:business,price:2427}"
"{date:11/30/2015 17:26:06,duration:340,distance:2565,airline:19977,class:business,price:2678}"
"{date:11/30/2015 01:59:00,duration:267,distance:2367,airline:19977,class:business,price:2456}"
"{date:11/30/2015 18:53:40,duration:337,distance:2565,airline:19977,class:business,price:2677}"
